"","season","id","name","position","team","conference","countablePlays","averagePPA.all","averagePPA.pass","averagePPA.rush"
"1",2015,551918,"Lee McNeill","QB","Charlotte","Conference USA",220,-0.185,-0.152,-0.549
"2",2015,513330,"Max Wittek","QB","Hawai'i","Mountain West",258,-0.059,-0.094,0.611
"3",2015,3125858,"George Bollas","QB","Kent State","Mid-American",203,-0.036,-0.069,0.04
"4",2015,3924327,"Drew Lock","QB","Missouri","SEC",313,-0.001,-0.045,0.449
"5",2015,3915317,"Billy Bahl","QB","Miami (OH)","Mid-American",258,0.013,0.003,0.14
"6",2015,512806,"Chuckie Keeton","QB","Utah State","Mountain West",246,0.033,-0.003,0.197
"7",2015,546184,"Johnny McCrary","QB","Vanderbilt","SEC",336,0.036,-0.012,0.296
"8",2015,3917958,"Ryan Willis","QB","Kansas","Big 12",365,0.038,0.018,0.287
"9",2015,3123209,"Shuler Bentley","QB","Old Dominion","Conference USA",312,0.044,0.025,0.254
"10",2015,3914500,"DaMarcus Smith","QB","North Texas","Conference USA",299,0.045,-0.061,0.342
"11",2015,3124037,"Dalton Sturm","QB","UT San Antonio","Conference USA",338,0.049,0.062,0.014
"12",2015,534317,"Perry Hills","QB","Maryland","Big Ten",285,0.053,-0.105,0.388
"13",2015,3124529,"Kilton Anderson","QB","Fresno State","Mountain West",206,0.079,-0.013,0.462
"14",2015,551184,"Justin Holman","QB","UCF","American Athletic",295,0.08,0.024,0.437
"15",2015,551230,"Kurt Palandech","QB","UNLV","Mountain West",234,0.089,-0.032,0.43
"16",2015,3116188,"David Blough","QB","Purdue","Big Ten",357,0.098,0.053,0.391
"17",2015,518271,"Blake Frohnapfel","QB","UMass","FBS Independents",530,0.099,0.081,0.327
"18",2015,550876,"Jaquez Johnson","QB","Florida Atlantic","Conference USA",335,0.107,0.113,0.089
"19",2015,545757,"Tanner Lee","QB","Tulane","American Athletic",298,0.11,0.127,-0.861
"20",2015,534652,"Wes Lunt","QB","Illinois","Big Ten",500,0.115,0.114,0.242
"21",2015,511552,"Derrius Vick","QB","Ohio","Mid-American",339,0.131,0.188,-0.079
"22",2015,511969,"Sam B. Richardson","QB","Iowa State","Big 12",245,0.142,0.136,0.178
"23",2015,3124092,"John Wolford","QB","Wake Forest","ACC",306,0.143,0.114,0.291
"24",2015,534770,"Austin Appleby","QB","Purdue","Big Ten",261,0.149,0.136,0.206
"25",2015,3918634,"Cody Clements","QB","South Alabama","Sun Belt",403,0.151,0.155,0.131
"26",2015,548240,"Tyler Jones","QB","Texas State","Sun Belt",469,0.161,0.13,0.256
"27",2015,3124944,"Garrett Smith","QB","Louisiana Monroe","Sun Belt",439,0.163,0.206,-0.023
"28",2015,530944,"Patrick Towles","QB","Kentucky","SEC",402,0.164,0.114,0.513
"29",2015,531104,"Justin Thomas","QB","Georgia Tech","ACC",313,0.165,0.215,0.088
"30",2015,531430,"Jalen Nixon","QB","Louisiana","Sun Belt",200,0.169,0.023,0.526
"31",2015,3121647,"Treon Harris","QB","Florida","SEC",322,0.172,0.119,0.396
"32",2015,3128843,"Alex McGough","QB","Florida International","Conference USA",465,0.178,0.163,0.287
"33",2015,552329,"Christian Hackenberg","QB","Penn State","Big Ten",425,0.181,0.155,0.535
"34",2015,3915468,"Riley Neal","QB","Ball State","Mid-American",475,0.188,0.162,0.319
"35",2015,3116144,"Clayton Thorson","QB","Northwestern","Big Ten",391,0.189,0.095,0.558
"36",2015,549956,"Bryant Shirreffs","QB","Connecticut","American Athletic",427,0.199,0.17,0.272
"37",2015,538156,"Fredi Knighten","QB","Arkansas State","Sun Belt",392,0.202,0.211,0.184
"38",2015,531051,"Travis Wilson","QB","Utah","Pac-12",450,0.206,0.191,0.248
"39",2015,530541,"Brenden Motley","QB","Virginia Tech","ACC",251,0.21,0.214,0.202
"40",2015,549759,"P.J. Walker","QB","Temple","American Athletic",512,0.21,0.244,-0.027
"41",2015,3116460,"Skyler Howard","QB","West Virginia","Big 12",560,0.217,0.209,0.245
"42",2015,512191,"Jacoby Brissett","QB","NC State","ACC",530,0.218,0.179,0.372
"43",2015,530478,"Thomas Sirk","QB","Duke","ACC",587,0.218,0.226,0.196
"44",2015,545796,"Tanner Mangum","QB","BYU","FBS Independents",506,0.223,0.24,0.002
"45",2015,517248,"Joe Hubener","QB","Kansas State","Big 12",450,0.223,0.163,0.335
"46",2015,532113,"Matt Davis","QB","SMU","American Athletic",513,0.224,0.14,0.436
"47",2015,3125813,"Hayden Moore","QB","Cincinnati","American Athletic",277,0.226,0.222,0.253
"48",2015,550357,"Thomas Woodson","QB","Akron","Mid-American",415,0.233,0.258,0.169
"49",2015,531678,"Brooks Haack","QB","Louisiana","Sun Belt",244,0.237,0.204,0.465
"50",2015,534294,"Cardale Jones","QB","Ohio State","Big Ten",234,0.237,0.304,0.009
"51",2015,547549,"Chris Laviano","QB","Rutgers","Big Ten",369,0.24,0.243,0.214
"52",2015,530731,"Mitch Leidner","QB","Minnesota","Big Ten",508,0.242,0.27,0.107
"53",2015,3931782,"Chase Litton","QB","Marshall","Conference USA",429,0.243,0.259,0.039
"54",2015,530691,"Cameron Coffman","QB","Wyoming","Mountain West",280,0.244,0.246,0.214
"55",2015,552782,"Brogan Roback","QB","Eastern Michigan","Mid-American",391,0.246,0.26,0.116
"56",2015,517393,"Mike Bercovici","QB","Arizona State","Pac-12",635,0.249,0.266,0.121
"57",2015,3916447,"Eric Dungey","QB","Syracuse","ACC",263,0.25,0.265,0.213
"58",2015,517427,"Maxwell Smith","QB","San Diego State","Mountain West",229,0.255,0.292,-0.211
"59",2015,532480,"Drew Hare","QB","Northern Illinois","Mid-American",354,0.255,0.31,0.085
"60",2015,513614,"Joe Licata","QB","Buffalo","Mid-American",436,0.257,0.252,0.392
"61",2015,514230,"Joel Stave","QB","Wisconsin","Big Ten",397,0.258,0.26,0.201
"62",2015,535113,"David Washington","QB","Old Dominion","Conference USA",215,0.264,0.259,0.297
"63",2015,535548,"Matt Johns","QB","Virginia","ACC",460,0.264,0.27,0.206
"64",2015,3125353,"Kent Myers","QB","Utah State","Mountain West",281,0.266,0.295,0.18
"65",2015,514894,"Driphus Jackson","QB","Rice","Conference USA",388,0.269,0.27,0.263
"66",2015,550629,"Luke Falk","QB","Washington State","Pac-12",720,0.271,0.29,0
"67",2015,514481,"Michael Brewer","QB","Virginia Tech","ACC",251,0.273,0.286,0.132
"68",2015,559681,"Kyle Allen","QB","Texas A&M","SEC",345,0.274,0.274,0.275
"69",2015,3139591,"Quinton Flowers","QB","South Florida","American Athletic",463,0.276,0.27,0.285
"70",2015,3126168,"Blake Kemp","QB","East Carolina","American Athletic",411,0.276,0.285,0.144
"71",2015,532065,"Nathan Peterman","QB","Pittsburgh","ACC",396,0.277,0.285,0.235
"72",2015,3125318,"Blake Decker","QB","UNLV","Mountain West",254,0.279,0.325,0.029
"73",2015,551028,"Lamar Jordan","QB","New Mexico","Mountain West",263,0.284,0.306,0.264
"74",2015,548144,"Perry Orth","QB","South Carolina","SEC",313,0.286,0.283,0.309
"75",2015,3916387,"Lamar Jackson","QB","Louisville","ACC",408,0.286,0.147,0.557
"76",2015,536228,"Tyler Stewart","QB","Nevada","Mountain West",423,0.289,0.258,0.425
"77",2015,533270,"Tommy Armstrong Jr.","QB","Nebraska","Big Ten",494,0.297,0.241,0.56
"78",2015,545624,"J.T. Barrett","QB","Ohio State","Big Ten",257,0.297,0.129,0.532
"79",2015,550278,"Sefo Liufau","QB","Colorado","Pac-12",391,0.301,0.3,0.305
"80",2015,3886812,"Jake Browning","QB","Washington","Pac-12",428,0.306,0.287,0.516
"81",2015,547343,"Karson Roberts","QB","Air Force","Mountain West",311,0.307,0.45,0.172
"82",2015,546540,"Joshua Dobbs","QB","Tennessee","SEC",487,0.307,0.241,0.501
"83",2015,546267,"Nick Stevens","QB","Colorado State","Mountain West",391,0.313,0.303,0.421
"84",2015,546145,"Brandon Silvers","QB","Troy","Sun Belt",369,0.314,0.338,0.038
"85",2015,514124,"Jake Coker","QB","Alabama","SEC",466,0.315,0.328,0.206
"86",2015,559751,"Brandon Harris","QB","LSU","SEC",341,0.327,0.333,0.291
"87",2015,3886377,"Josh Rosen","QB","UCLA","Pac-12",520,0.328,0.327,0.348
"88",2015,530521,"Greyson Lambert","QB","Georgia","SEC",283,0.338,0.371,-0.149
"89",2015,3722362,"Brett Rypien","QB","Boise State","Mountain West",467,0.341,0.334,0.472
"90",2015,531455,"Cooper Rush","QB","Central Michigan","Mid-American",508,0.341,0.333,0.455
"91",2015,550019,"Jeremy Johnson","QB","Auburn","SEC",200,0.349,0.289,0.616
"92",2015,552097,"Anu Solomon","QB","Arizona","Pac-12",393,0.35,0.335,0.456
"93",2015,532273,"Dane Evans","QB","Tulsa","American Athletic",577,0.351,0.361,0.255
"94",2015,512030,"Dak Prescott","QB","Mississippi State","SEC",631,0.36,0.339,0.446
"95",2015,3139477,"Patrick Mahomes","QB","Texas Tech","Big 12",700,0.361,0.314,0.621
"96",2015,3123048,"Brad Kaaya","QB","Miami","ACC",420,0.363,0.368,0.256
"97",2015,512705,"Connor Cook","QB","Michigan State","Big Ten",458,0.365,0.362,0.41
"98",2015,513329,"Cody Kessler","QB","USC","Pac-12",504,0.369,0.334,1.158
"99",2015,515906,"Phillip Ely","QB","Toledo","Mid-American",391,0.37,0.392,-0.032
"100",2015,518380,"Jake Rudock","QB","Michigan","Big Ten",447,0.373,0.346,0.642
"101",2015,511889,"Jeff Driskel","QB","Louisiana Tech","Conference USA",532,0.375,0.382,0.332
"102",2015,3129302,"DeShone Kizer","QB","Notre Dame","FBS Independents",465,0.376,0.371,0.389
"103",2015,3116407,"Mason Rudolph","QB","Oklahoma State","Big 12",488,0.377,0.419,-0.136
"104",2015,3914864,"Kenny Potter","QB","San José State","Mountain West",382,0.38,0.335,0.534
"105",2015,516347,"Marquise Williams","QB","North Carolina","ACC",507,0.383,0.335,0.513
"106",2015,515409,"Everett Golson","QB","Florida State","ACC",264,0.385,0.451,-0.147
"107",2015,530568,"Keenan Reynolds","QB","Navy","American Athletic",380,0.387,0.444,0.358
"108",2015,535844,"C.J. Beathard","QB","Iowa","Big Ten",455,0.389,0.34,0.655
"109",2015,534259,"Gunner Kiel","QB","Cincinnati","American Athletic",345,0.397,0.41,0.217
"110",2015,545683,"Brent Stockstill","QB","Middle Tennessee","Conference USA",540,0.398,0.404,0.329
"111",2015,534849,"Paxton Lynch","QB","Memphis","American Athletic",529,0.404,0.4,0.427
"112",2015,532645,"Zach Terrell","QB","Western Michigan","Mid-American",435,0.412,0.4,0.512
"113",2015,552880,"Nick Mullens","QB","Southern Mississippi","Conference USA",562,0.419,0.431,0.137
"114",2015,550373,"Baker Mayfield","QB","Oklahoma","Big 12",531,0.42,0.434,0.362
"115",2015,547401,"Jared Goff","QB","California","Pac-12",583,0.426,0.422,0.485
"116",2015,3122840,"Deshaun Watson","QB","Clemson","ACC",692,0.431,0.429,0.435
"117",2015,3124848,"Nick Arbuckle","QB","Georgia State","Sun Belt",539,0.435,0.442,0.324
"118",2015,545552,"Greg Ward Jr.","QB","Houston","American Athletic",538,0.438,0.376,0.57
"119",2015,535825,"Nate Sudfeld","QB","Indiana","Big Ten",444,0.441,0.439,0.462
"120",2015,517127,"Trevone Boykin","QB","TCU","Big 12",515,0.459,0.49,0.344
"121",2015,511713,"Vernon Adams Jr.","QB","Oregon","Pac-12",337,0.474,0.532,0.189
"122",2015,534580,"Chad Kelly","QB","Ole Miss","SEC",557,0.477,0.427,0.753
"123",2015,516357,"Kevin Hogan","QB","Stanford","Pac-12",386,0.481,0.481,0.483
"124",2015,548447,"Taylor Lamb","QB","Appalachian State","Sun Belt",358,0.489,0.481,0.521
"125",2015,504866,"Brandon Doughty","QB","Western Kentucky","Conference USA",541,0.499,0.524,-0.392
"126",2015,515915,"Brandon Allen","QB","Arkansas","SEC",425,0.534,0.547,0.414
"127",2015,535511,"Seth Russell","QB","Baylor","Big 12",249,0.674,0.643,0.808
"128",2016,3126243,"Glen Cuiellette","QB","Tulane","American Athletic",353,-0.117,-0.101,-0.155
"129",2016,3127375,"Giovanni Rescigno","QB","Rutgers","Big Ten",220,0.018,-0.034,0.226
"130",2016,3914395,"James Morgan","QB","Bowling Green","Mid-American",329,0.02,-0.012,0.358
"131",2016,545417,"Montell Cozart","QB","Kansas","Big 12",218,0.031,0.005,0.237
"132",2016,548240,"Tyler Jones","QB","Texas State","Sun Belt",454,0.05,0.051,0.046
"133",2016,3931782,"Chase Litton","QB","Marshall","Conference USA",344,0.09,0.086,0.287
"134",2016,3916564,"Tyree Jackson","QB","Buffalo","Mid-American",407,0.098,0.069,0.2
"135",2016,4039073,"Mason Fine","QB","North Texas","Conference USA",349,0.098,0.061,0.277
"136",2016,545645,"Kurt Benkert","QB","Virginia","ACC",463,0.099,0.089,0.247
"137",2016,4042113,"McKenzie Milton","QB","UCF","American Athletic",384,0.106,0.064,0.292
"138",2016,3128843,"Alex McGough","QB","Florida International","Conference USA",328,0.113,0.11,0.143
"139",2016,549956,"Bryant Shirreffs","QB","Connecticut","American Athletic",425,0.13,0.186,-0.006
"140",2016,546469,"Ryan Burns","QB","Stanford","Pac-12",222,0.13,0.139,0.089
"141",2016,546033,"Anthony Jennings","QB","Louisiana","Sun Belt",465,0.148,0.089,0.339
"142",2016,3915776,"Kyle Shurmur","QB","Vanderbilt","SEC",423,0.15,0.161,-0.057
"143",2016,534652,"Wes Lunt","QB","Illinois","Big Ten",250,0.152,0.143,0.469
"144",2016,3124981,"Tyler Rogers","QB","New Mexico State","FBS Independents",488,0.154,0.078,0.495
"145",2016,3124092,"John Wolford","QB","Wake Forest","ACC",428,0.155,0.077,0.413
"146",2016,3116188,"David Blough","QB","Purdue","Big Ten",598,0.156,0.126,0.475
"147",2016,534770,"Austin Appleby","QB","Florida","SEC",249,0.158,0.157,0.167
"148",2016,535844,"C.J. Beathard","QB","Iowa","Big Ten",380,0.164,0.107,0.492
"149",2016,3124698,"Ryan Metz","QB","UTEP","Conference USA",206,0.173,0.127,0.621
"150",2016,4038809,"Jake Bentley","QB","South Carolina","SEC",240,0.173,0.17,0.194
"151",2016,536503,"Tyler Stehling","QB","Rice","Conference USA",413,0.174,0.141,0.315
"152",2016,530944,"Patrick Towles","QB","Boston College","ACC",385,0.175,0.117,0.374
"153",2016,3125813,"Hayden Moore","QB","Cincinnati","American Athletic",309,0.18,0.195,0.066
"154",2016,3920819,"Quinton Maxwell","QB","Ohio","Mid-American",229,0.181,0.225,0.06
"155",2016,550339,"Nick Holley","QB","Kent State","Mid-American",347,0.181,0.09,0.27
"156",2016,3914864,"Kenny Potter","QB","San José State","Mountain West",445,0.183,0.162,0.258
"157",2016,546876,"Troy Williams","QB","Utah","Pac-12",493,0.184,0.195,0.13
"158",2016,3129089,"Ahmad Bradshaw","QB","Army","FBS Independents",250,0.186,-0.02,0.298
"159",2016,531259,"Mike Fafaul","QB","UCLA","Pac-12",280,0.187,0.184,0.234
"160",2016,3915468,"Riley Neal","QB","Ball State","Mid-American",516,0.19,0.15,0.337
"161",2016,546362,"Luke Del Rio","QB","Florida","SEC",214,0.191,0.199,0.013
"162",2016,3918038,"Chason Virgil","QB","Fresno State","Mountain West",397,0.201,0.19,0.268
"163",2016,546145,"Brandon Silvers","QB","Troy","Sun Belt",416,0.202,0.189,0.343
"164",2016,3128814,"Manny Wilkins","QB","Arizona State","Pac-12",438,0.203,0.185,0.268
"165",2016,4039034,"Shane Buechele","QB","Texas","Big 12",484,0.203,0.21,0.162
"166",2016,534317,"Perry Hills","QB","Maryland","Big Ten",282,0.204,0.143,0.455
"167",2016,3125353,"Kent Myers","QB","Utah State","Mountain West",476,0.205,0.155,0.412
"168",2016,482594,"Taysom Hill","QB","BYU","FBS Independents",466,0.209,0.108,0.549
"169",2016,3916208,"Ben Hicks","QB","SMU","American Athletic",464,0.211,0.205,0.339
"170",2016,4035003,"Jacob Eason","QB","Georgia","SEC",398,0.213,0.198,0.663
"171",2016,530738,"Philip Nelson","QB","East Carolina","American Athletic",408,0.225,0.231,0.183
"172",2016,3116144,"Clayton Thorson","QB","Northwestern","Big Ten",574,0.226,0.213,0.336
"173",2016,3139889,"Hasaan Klugh","QB","Charlotte","Conference USA",303,0.227,0.106,0.621
"174",2016,530731,"Mitch Leidner","QB","Minnesota","Big Ten",416,0.23,0.181,0.39
"175",2016,532440,"Greg Windham","QB","Ohio","Mid-American",379,0.233,0.204,0.332
"176",2016,3122713,"Jason Driskel","QB","Florida Atlantic","Conference USA",378,0.234,0.188,0.516
"177",2016,531455,"Cooper Rush","QB","Central Michigan","Mid-American",524,0.235,0.236,0.234
"178",2016,550278,"Sefo Liufau","QB","Colorado","Pac-12",435,0.237,0.251,0.202
"179",2016,545624,"J.T. Barrett","QB","Ohio State","Big Ten",577,0.238,0.204,0.315
"180",2016,3116772,"Andrew Ford","QB","UMass","FBS Independents",406,0.241,0.22,0.75
"181",2016,3924327,"Drew Lock","QB","Missouri","SEC",481,0.243,0.23,0.382
"182",2016,4038524,"Gardner Minshew","QB","East Carolina","American Athletic",221,0.246,0.282,-0.385
"183",2016,3917792,"Daniel Jones","QB","Duke","ACC",533,0.246,0.204,0.439
"184",2016,3886609,"Alex Hornibrook","QB","Wisconsin","Big Ten",204,0.249,0.291,-0.561
"185",2016,3124944,"Garrett Smith","QB","Louisiana Monroe","Sun Belt",236,0.251,0.189,0.464
"186",2016,3125259,"Dallas Davis","QB","South Alabama","Sun Belt",436,0.252,0.224,0.393
"187",2016,549759,"P.J. Walker","QB","Temple","American Athletic",457,0.254,0.28,-0.023
"188",2016,550386,"Davis Webb","QB","California","Pac-12",651,0.259,0.257,0.329
"189",2016,546687,"Richard Lagow","QB","Indiana","Big Ten",479,0.264,0.273,-0.041
"190",2016,532644,"Anthony Maddie","QB","Northern Illinois","Mid-American",230,0.267,0.209,0.404
"191",2016,550226,"Conner Manning","QB","Georgia State","Sun Belt",397,0.268,0.268,0.292
"192",2016,3139921,"Christian Chapman","QB","San Diego State","Mountain West",288,0.268,0.308,0.023
"193",2016,3916447,"Eric Dungey","QB","Syracuse","ACC",476,0.27,0.291,0.193
"194",2016,4035409,"Zach Smith","QB","Baylor","Big 12",218,0.272,0.285,0.052
"195",2016,4038224,"Dru Brown","QB","Hawai'i","Mountain West",402,0.273,0.244,0.419
"196",2016,534449,"Trevor Knight","QB","Texas A&M","SEC",451,0.279,0.192,0.639
"197",2016,535113,"David Washington","QB","Old Dominion","Conference USA",376,0.282,0.291,0.222
"198",2016,546288,"Ryan Finley","QB","NC State","ACC",471,0.283,0.327,-0.041
"199",2016,536228,"Tyler Stewart","QB","Nevada","Mountain West",217,0.286,0.265,0.392
"200",2016,4040715,"Jalen Hurts","QB","Alabama","SEC",569,0.286,0.258,0.352
"201",2016,550629,"Luke Falk","QB","Washington State","Pac-12",696,0.289,0.304,0.017
"202",2016,3124037,"Dalton Sturm","QB","UT San Antonio","Conference USA",360,0.291,0.247,0.493
"203",2016,549865,"Kenny Hill","QB","TCU","Big 12",564,0.293,0.22,0.627
"204",2016,532925,"Kevin Ellison","QB","Georgia Southern","Sun Belt",245,0.294,0.391,0.211
"205",2016,3129302,"DeShone Kizer","QB","Notre Dame","FBS Independents",487,0.298,0.259,0.444
"206",2016,548447,"Taylor Lamb","QB","Appalachian State","Sun Belt",376,0.299,0.223,0.633
"207",2016,550448,"Jesse Ertz","QB","Kansas State","Big 12",445,0.305,0.203,0.485
"208",2016,550357,"Thomas Woodson","QB","Akron","Mid-American",278,0.308,0.343,-0.013
"209",2016,558337,"Nick Fitzgerald","QB","Mississippi State","SEC",555,0.308,0.159,0.617
"210",2016,545552,"Greg Ward Jr.","QB","Houston","American Athletic",658,0.309,0.32,0.275
"211",2016,3116460,"Skyler Howard","QB","West Virginia","Big 12",542,0.311,0.296,0.363
"212",2016,557882,"Stephen Johnson","QB","Kentucky","SEC",351,0.315,0.277,0.454
"213",2016,3115966,"Wilton Speight","QB","Michigan","Big Ten",359,0.318,0.32,0.265
"214",2016,3116379,"Justice Hansen","QB","Arkansas State","Sun Belt",415,0.318,0.357,0.093
"215",2016,4038941,"Justin Herbert","QB","Oregon","Pac-12",312,0.32,0.335,0.218
"216",2016,533270,"Tommy Armstrong Jr.","QB","Nebraska","Big Ten",405,0.333,0.328,0.346
"217",2016,3121585,"Sean White","QB","Auburn","SEC",262,0.335,0.3,0.522
"218",2016,552782,"Brogan Roback","QB","Eastern Michigan","Mid-American",433,0.336,0.328,0.387
"219",2016,559568,"Jacob Park","QB","Iowa State","Big 12",262,0.337,0.335,0.358
"220",2016,3123048,"Brad Kaaya","QB","Miami","ACC",455,0.345,0.349,0.225
"221",2016,3122840,"Deshaun Watson","QB","Clemson","ACC",729,0.346,0.381,0.21
